MesZL	SL/HA	aBZL	HethZL		Sign Name	Unicode	Unicode Name	comment	has unicode	worthington	
430	277				GÁ× ḪA.LU.ŠÈ	U+120D1 𒃑	GA2 TIMES HA PLUS LU PLUS ESH2		TRUE	FALSE	
390	235				GÁ× ḪAL.LA	U+120D3 𒃓	GA2 TIMES HAL PLUS LA		TRUE	FALSE	
406	250i				GÁ× IŠ.ḪU.AŠ	U+120D7 𒃗	GA2 TIMES ISH PLUS HU PLUS ASH		TRUE	FALSE	
409	252_1				GÁ× KID.LAL	U+120DB 𒃛	GA2 TIMES KID PLUS LAL		TRUE	FALSE	
426	269				GÁ× KUG.AN	U+120DC 𒃜	GA2 TIMES KU3 PLUS AN		TRUE	FALSE	
401	246				GÁ× MUN(DIM×ŠE, later DIM×KUR)	U+120C5 𒃅	GA2 TIMES DIM TIMES SHE		TRUE	FALSE	
419	261a				GÁ× ŠE.TUR	U+120E6 𒃦	GA2 TIMES SHE PLUS TUR		TRUE	FALSE	
423	264a				GÁ×ÁB			uncertain	FALSE	FALSE	
389	234				GÁ×AŠ	U+120BD 𒂽	GÁ×AŠ		TRUE	FALSE	
395	242				GÁ×BAD	U+120BF 𒂿	GA2 TIMES BAD		TRUE	FALSE	
400	239				GÁ×BURU14	U+120CA 𒃊	GA2 TIMES EN TIMES GAN2 TENU		TRUE	FALSE	
416	259n				GÁ×DA	U+120C3 𒃃	GA2 TIMES DA		TRUE	FALSE	
425	268				GÁ×DI	U+120C4 𒃄	GA2 TIMES DI		TRUE	FALSE	
403	250				GÁ×DUB	U+120C6 𒃆	GA2 TIMES DUB		TRUE	FALSE	
399	247				GÁ×EN	U+120C9 𒃉	GA2 TIMES EN		TRUE	FALSE	
407	251				GÁ×GAG	U+120D8 𒃘	GA2 TIMES KAK		TRUE	FALSE	
396	243				GÁ×GI	U+120CD 𒃍	GA2 TIMES GI		TRUE	FALSE	
412	256				GÁ×GI4	U+120CE 𒃎	GA2 TIMES GI4		TRUE	FALSE	
398	245				GÁ×KAB	U+120D5 𒃕	GA2 TIMES HUB2		TRUE	FALSE	
402	248	98			GÁ×KÁR	U+120CB 𒃋	GA2 TIMES GAN2 TENU		TRUE	FALSE	
405	250d				GÁ×KASKAL	U+120D9 𒃙	GA2 TIMES KASKAL		TRUE	FALSE	
394	241	69			GÁ×KÍD	U+120E9 𒃩	GA2 TIMES TAK4		TRUE	FALSE	
413	250b				GÁ×SAR	U+120E4 𒃤	GA2 TIMES SAR		TRUE	FALSE	
410	252_2				GÁ×ŠID	U+120E7 𒃧	GA2 TIMES SHID		TRUE	FALSE	
417	260				GÁ×SIG7	U+120D6 𒃖	GA2 TIMES IGI GUNU		TRUE	FALSE	
404	250c				GÁ×SUM	U+120E8 𒃨	GA2 TIMES SUM		TRUE	FALSE	
422	264				GÁ×U	U+120EA 𒃪	GA2 TIMES U		TRUE	FALSE	
420	262				GÁ×UD	U+120EB 𒃫	GA2 TIMES UD		TRUE	FALSE	
298	167	141	164		GAB	U+120EE 𒃮	GABA		TRUE	TRUE	
298	167	141	164		GAB	U+12083 𒂃	DUH		TRUE	FALSE	
299	167a				GAB.LIŠ			see 839	FALSE	FALSE	
157	90	299	173		GAD	U+120F0 𒃰	GAD		TRUE	FALSE	
158	92				GAD.KÍD	U+120F0 𒃰 & U+122FA 𒋺	GAD & TAK4		TRUE	FALSE	
379	230	260	75		GAG (KAK)	U+12195 𒆕	KAK		TRUE	FALSE	
667	415a	338			GÀKKUL (U.DIM)	U+1230B 𒌋 & U+12074 𒁴	U & DIM		TRUE	FALSE	
668	416, 416v	339			GAKKUL (U.DIM×ŠE), later U.DIM×KUR	U+1230B 𒌋 & U+12075 𒁵	U & DIM TIMES SHE		TRUE	FALSE	
553	343	213	242		GAL	U+120F2 𒃲	GAL		TRUE	TRUE	
	343+091				GAL.KINDA	U+120F3 𒃳	GAL GAD OVER GAD GAR OVER GAR		TRUE	FALSE	
338	190kv	210 and 133			GALAM (SUKUD)	U+120F4 𒃴	GALAM		TRUE	FALSE	
431	278	105	60		GALGA (GÁ/É×NÍG)	U+120CC 𒃌	GA2 TIMES GAR		TRUE	FALSE	
431	278	105	60		GALGA (GÁ/É×NÍG)	U+1208F 𒂏	E2 TIMES GAR		TRUE	FALSE	
576	362	359	247		GAM	U+12472 𒑲	PUNCTUATION SIGN DIAGONAL COLON		TRUE	FALSE	
576	362	359	247		GAM	U+120F5 𒃵	GAM		TRUE	FALSE	
97	060x	268			GÀM (PAB.NÁ)	U+1219B 𒆛	KAM4		TRUE	FALSE	
253	143	120	113		GAN	U+120F6 𒃶	GAN		TRUE	FALSE	
174	105	106	61		GÁN	U+120F7 𒃷	GAN2		TRUE	FALSE	
174	105n2				GÁNoverGÁN	U+120F9 𒃹	GAN2 OVER GAN2	to be deleted	TRUE	FALSE	
378	105n3	274	260		GÁNoverGÁNcrossed	U+120FA 𒃺	GAN2 CROSSING GAN2	old sign, LAK 278	TRUE	FALSE	
397	244v	96			GANUN (GÁ×NUN)	U+120E0 𒃠	GA2 TIMES NUN		TRUE	FALSE	
543	333	209	240		GÀR (QAR)	U+120FC 𒃼	GAR3		TRUE	TRUE	"qar"
790	513				GARIM (LAGAB×KUG)	U+121D1 𒇑	LAGAB TIMES KU3		TRUE	FALSE	
562	350		336		GAŠAN	U+120FD 𒃽	GASHAN		TRUE	FALSE	
421	263				GÁx ḪI.LI	U+120D4 𒃔	GA2 TIMES HI PLUS LI		TRUE	FALSE	
340	192	139	122		GAZ (KUM×ŠE)	U+12124 𒄤	GUM TIMES SHE		TRUE	FALSE	
647	361				GE22	U+1237B 𒍻	GE22		TRUE	FALSE	
575	360				GE23 (DIŠ-tenû)	U+12039 𒀹	ASH ZIDA TENU	cf. n647	TRUE	FALSE	
890	558	459	305		GÉME (MUNUS.KUR)	U+122A9 𒊩 & U+121B3 𒆳	SAL & KUR		TRUE	TRUE	
212	210	77	131		GEŠTIN (GIŠ.DIN)	U+120FE 𒃾	GESHTIN		TRUE	FALSE	
213	210a				GEŠTIN×KUR	U+120FF 𒃿	GESHTIN TIMES KUR		TRUE	FALSE	
141	85	40	30		GI	U+12100 𒄀	GI		TRUE	TRUE	
141	085n2(v)		31		GI×E	U+12101 𒄁	GI TIMES E	Hitt. esp. Hurr.	TRUE	FALSE	
507	326	214	234		GI4 (GI-gunû)	U+12104 𒄄	GI4		TRUE	TRUE	
875	548	427			GÍBIL (ŠÚ.ÁŠ)	U+122D9 𒋙 & U+1203E 𒀾	SHU2 & ASH2		TRUE	FALSE	
830	576	426	52		GIDIM	U+12107 𒄇	GIDIM	Unicode reference glyph wrong?	TRUE	FALSE	
125	074_335				GÍDIM (MAŠ.U)	U+12226 𒈦 & U+1230B 𒌋	MASH & U		TRUE	FALSE	
705	446	350	269		GIG (MI.NUNUZ)	U+1222A 𒈪 & U+1226D 𒉭	MI & NUNUZ	GIG not really splittable	TRUE	FALSE	
508	326v				GIGI (GI4overGI4)	U+12105 𒄅	GI4 OVER GI4		TRUE	FALSE	
508	326a				GIGI (GI4overGI4crossed)	U+12106 𒄆	GI4 CROSSING GI4		TRUE	FALSE	
760	486	405	224		GIGIR (LAGAB×BAD)	U+121C0 𒇀	LAGAB TIMES BAD		TRUE	FALSE	
105	67	250	258		GIL (GIoverGI parall. or crossing)	U+12103 𒄃	GI CROSSING GI		TRUE	FALSE	
686	440	67	165		GIM (DÍM)	U+12076 𒁶	DIM2		TRUE	FALSE	
556	347	219b, 219a	96		GÍN	U+12086 𒂆	DUN3 GUNU	Unicode names pertinent?	TRUE	FALSE	
836	595	TÙN:401a, GÍN:401b	223; 209.2		GÍN (TÙN)	U+12085 𒂅	DUN3		TRUE	FALSE	
687	404x_2				Gingira (KISIM5overKISIM5)	U+121A9 𒆩	KISIM5 OVER KISIM5		TRUE	FALSE	
6	10	8	6		GÍR	U+12108 𒄈	BAL		TRUE	FALSE	
701	444	291b	301		GÌR	U+1210A 𒄊	GIR3		TRUE	FALSE	
558	346	222	244A		GIR (ḪA-gunû)	U+1212B 𒄫	HA GUNU		TRUE	TRUE	"bish", "qir"
7	10	8	6		GÍR-gunû	U+12109 𒄉	GIR2 GUNU		TRUE	FALSE	
701	444n2				GÌR.GÌRinversum	U+1228E 𒊎	PIRIG OPPOSING PIRIG		TRUE	FALSE	
683	430	342	266		GIR4 (U.AD)	U+1230B 𒌋 & U+1201C 𒀜	U & AD		TRUE	FALSE	
675	423	293			GIRI16 (GÌR×KÁR)	U+1210C 𒄌	GIR3 TIMES GAN2 TENU		TRUE	FALSE	
469	296	160	178		GIŠ (GEŠ)	U+12111 𒄑	GISH		TRUE	TRUE	
470	296_1				GIŠ-tenû	U+12115 𒄕	GISH TENU		TRUE	FALSE	
471	296_2				GIŠ×BAD	U+12113 𒄓	GISH TIMES BAD		TRUE	FALSE	
376	226	81			GISAL (BI.GIŠ)	U+12110 𒄐	GISAL		TRUE	FALSE	
80	49x	189			GIŠGAL (URU×MIN)	U+12347 𒍇	URU TIMES MIN		TRUE	FALSE	
378	296n2	274	260		GIŠoverGIŠcrossed	U+12112 𒄒	GISH CROSSING GISH	old sign, LAK 276	TRUE	FALSE	
855	531; 588				GIŠTA'E (4×ZA ×KUR)	U+1235F 𒍟	ZA SQUARED TIMES KUR		TRUE	FALSE	
891	559	458	304		GU	U+12116 𒄖	GU		TRUE	FALSE	
176	106	89	201		GÚ (TIK)	U+12118 𒄘	GU2		TRUE	TRUE	
472	297	118	157		GU4	U+1211E 𒄞	GUD		TRUE	FALSE	
473	297a				GU4×KASKAL			reconstruction	FALSE	FALSE	
65	36	329	149		GU7 (KA×NÍG)	U+12165 𒅥	KA TIMES GAR		TRUE	FALSE	
555	345	216	220; 221		GÚG (LÙ; ŠÈ-gunû)	U+12216 𒈖	LU3		TRUE	FALSE	
858	591				GUG (ZA.GUL)	U+1235D 𒍝 & U+12122 𒄢	ZA & GUL		TRUE	FALSE	
682	429	343	271		GUL (SÚN)	U+12122 𒄢	GUL		TRUE	FALSE	
179	108x	89	201		GUN (GÚ.UN)	U+12118 𒄘 & U+12327 𒌧	GU2 & UN		TRUE	FALSE	
180	111	92	185		GUR	U+12125 𒄥	GUR		TRUE	FALSE	
819	542	396			GUR7 (SÍG.AḪ.ME.U)	U+12126 𒄦	GUR7		TRUE	FALSE	
88	58	283	315		GUR8 (TE-gunû)	U+122FD 𒋽	TE GUNU		TRUE	FALSE	
503	310	145	193		GURUN	U+12127 𒄧	GURUN		TRUE	FALSE	
856	589	475	367		ḪA (KU6)	U+12129 𒄩	HA		TRUE	TRUE	
3	2	7	2		ḪAL	U+1212C 𒄬	HAL		TRUE	FALSE	
644	401	281	333		ḪAR (ḪI×ÁŠ)	U+1212F 𒄯	HI TIMES ASH2		TRUE	FALSE	
270	146	218	219		ḪAŠḪUR (MA-gunû)	U+12222 𒈢	MA GUNU		TRUE	FALSE	
631	396	277	335		ḪI (DÙG)	U+1212D 𒄭	HI		TRUE	FALSE	
660	410				ḪI×KIN	U+12133 𒄳	HI TIMES KIN		TRUE	FALSE	
132	78	34	24		ḪU	U+12137 𒄷	HU		TRUE	TRUE	
149	88	445	49		ḪÚB	U+12138 𒄸	HUB2		TRUE	FALSE	
150	89	446	50		ḪUB (ḪÚB×UD)	U+1213D 𒄽	HUB2 TIMES UD		TRUE	FALSE	
877	550	425	254		ḪÚL	U+1213E 𒄾	HUL2		TRUE	FALSE	
733	456	240	290		ḪUL (IGI.UR)	U+12146 𒅆 & U+12328 𒌨	IGI & UR		TRUE	FALSE	
734	456a				ḪUL4 (IGI.UR-šeššig)	U+12146 𒅆 & U+1232A 𒌪	IGI & UR SHESHIG	reconstruction	TRUE	FALSE	
645	402	294			ḪUŠ (ḪI×GÌR)	U+1237D 𒍽	SIGN HUSH		TRUE	FALSE	
252	142	192	217		I	U+1213F 𒄿	I		TRUE	TRUE	
861	598a	476	371		IÁ (5)	U+1240A 𒐊	NUMERIC SIGN FIVE DISH	"5"	TRUE	FALSE	
260	142a	193	218		IA (I.A)	U+12140 𒅀	I A		TRUE	TRUE	
216	125b				IA7 (TAB.TAB.AŠ)	U+12403 𒐃	NUMERIC SIGN FIVE ASH	"5"	TRUE	FALSE	
513	329a				IA9 (EŠ16.TAB)	U+1203C 𒀼 & U+122F0 𒋰	CUNEIFORM SIGN ASH OVER ASH OVER ASH & TAB	sign form congruent with U+1213F 𒄿	TRUE	FALSE	
513	329a				IA9 (EŠ16.TAB)	U+1243A 𒐺 & U+122F0 𒋰	CUNEIFORM NUMERIC SIGN THREE VARIANT FORM ESH16 & TAB	sign form congruent with U+1213F 𒄿	TRUE	FALSE	
807	535	394	44		IB	U+12141 𒅁	IB		TRUE	TRUE	
124	074_238	030(IDIGNA) 087(DALLA)	253		IDIGNA (DALLA/MAŠ.GÚ.GÀR)	U+12226 𒈦 & U+12118 𒄘 & U+120FC 𒃼	MAŠ & GU2 & GAR3		TRUE	FALSE	
113	69	25	13		IDIM	U+12142 𒅂	IDIM		TRUE	FALSE	
136	80	61	67		IG (GÁL)	U+12145 𒅅	IG		TRUE	TRUE	
724	449	233	288		IGI (ŠI, LIM)	U+12146 𒅆	IGI		TRUE	FALSE	
348	205	78	117		IL (AL×ŠE)	U+1214B 𒅋	IL		TRUE	TRUE	
493	320	204	161		ÍL (GA.GÍN)	U+1214D 𒅍	IL2	GUR3, GURU3, DUPSIK	TRUE	TRUE	
349	205a				IL×KÁR	U+1214C 𒅌	IL TIMES GAN2 TENU	uncertain reconstruction	TRUE	FALSE	
868	598e	480	375		ILIMMU (9)	U+12446 𒑆	NUMERIC SIGN NINE VARIANT FORM ILIMMU	"9"	TRUE	FALSE	
539	331d				ÌLIMMU (EŠ16.EŠ16.EŠ16)	U+12447 𒑇	NUMERIC SIGN NINE VARIANT FORM ILIMMU3	"9"	TRUE	FALSE	
220	125f				ÍLIMMU (TAB.TAB.TAB.TAB.AŠ)	U+12407 𒐇	NUMERIC SIGN NINE ASH	"9"	TRUE	FALSE	
577	363				ILIMMU4 (3×GE23)	U+12473 𒑳	PUNCTUATION SIGN DIAGONAL TRICOLON		TRUE	FALSE	
577	363				ILIMMU4 (3×GE23)	U+12448 𒑈	NUMERIC SIGN VARIANT FORM ILIMMU4	"9"	TRUE	FALSE	
304	166b	273			ILLAT (KASKAL.KUR)	U+1219C 𒆜 & U+121B3 𒆳	KASKAL & KUR		TRUE	FALSE	
641	399	297	337		IM	U+1224E 𒉎	NI2		TRUE	TRUE	im, em, ISHKUR
641	399	297	337		IM	U+1214E 𒅎	IM		TRUE	FALSE	
642	399_51				IM×KÍD	U+1214F 𒅏	IM TIMES TAK4	IM.KÍD, IM×KÍD to n641	TRUE	FALSE	
866	598c	478	373		IMIN (7)	U+12442 𒑂	NUMERIC SIGN SEVEN VARIANT FORM IMIN A	"7"; see also n863	TRUE	FALSE	
863	598n1	478	373		IMIN (7)	U+1240C 𒐌	NUMERIC SIGN SEVEN DISH	"7"; see also n866	TRUE	FALSE	
863	598n1	478	373		IMIN (7)	U+12153 𒅓	IMIN		TRUE	FALSE	
537	331b				ÌMIN (EŠ16.EŠ16.AŠ)	U+12441 𒑁	NUMERIC SIGN SEVEN VARIANT FORM IMIN3	"7"	TRUE	FALSE	
218	125d				ÍMIN (TAB.TAB.TAB.AŠ)	U+12405 𒐅	NUMERIC SIGN SEVEN ASH	"7"	TRUE	FALSE	
146	087aa				IMMAL (NUN. LAGAR×BAR/MAŠ)	U+12265 𒉥	NUN LAGAR TIMES MASH		TRUE	FALSE	
641	399xn				IMoverIMcrossed	U+12150 𒅐	IM CROSSING IM		TRUE	FALSE	
261	148	386	354		IN	U+12154 𒅔	IN		TRUE	FALSE	
437	232	263	77		IR (GAG-gunû)	U+12155 𒅕	IR		TRUE	FALSE	
357	212	162	151		IŠ	U+12156 𒅖	ISH		TRUE	TRUE	
837	593v				IŠŠEBU (3,20)	U+12408 𒐈 & U+12399 𒎙	NUMERIC SIGN THREE DISH & U U	numeral "3,20" (10/3, 200)	TRUE	FALSE	
21	052xv				ÍTI (ITI×BAD)	U+1231B 𒌛	UD SHESHIG TIMES BAD		TRUE	FALSE	
303	166a				ÌTI (KASKAL.ITI)	U+1219C 𒆜 & U+1231A 𒌚	KASKAL & UD TIMES U PLUS U PLUS U		TRUE	FALSE	
20	52				ITI (UD-šeššig)	U+1231A 𒌚	UD SHESHIG		TRUE	FALSE	
20	52	334	84		ITI (UD×EŠ)	U+12317 𒌗	UD TIMES U PLUS U PLUS U		TRUE	FALSE	
424	265	101			ITIMA (GÁ/É×MI)	U+120DF 𒃟	GA2 TIMES MI(standard)	sub MesZL 495 only É.MI, itimax	TRUE	FALSE	
424	265	101			ITIMA (GÁ/É×MI)	U+12090 𒂐	E2 TIMES MI	sub MesZL 495 only É.MI, itimax	TRUE	FALSE	
597	382v				ÍTIMA (UD×MI)	U+12316 𒌖	UD TIMES MI		TRUE	FALSE	
24	15	312	133		KA	U+12157 𒅗	KA	DUG4, DUGA4, DU11	TRUE	FALSE	
222	133	175	167		KÁ	U+1218D 𒆍	KA2		TRUE	FALSE	
34	20				KA× AD.KUG	U+1215A 𒅚	KA TIMES AD PLUS KU3		TRUE	FALSE	
66	036a				KA× KADRA(NÍG.ŠÀ.A)	U+12166 𒅦	KA TIMES GAR PLUS SHA3 PLUS A		TRUE	FALSE	
61	032n2				KA× ME.DU	U+12175 𒅵	KA TIMES ME PLUS DU		TRUE	FALSE	
61	032n1				KA× ME.GI	U+12176 𒅶	KA TIMES ME PLUS GI		TRUE	FALSE	
61	032n3				KA× ME.TE	U+12177 𒅷	KA TIMES ME PLUS TE		TRUE	FALSE	
58	031xx				KA×"EŠ"			variant of n32 KA×SA	FALSE	FALSE	
46	025n				KA×ÁŠ	U+1215B 𒅛	KA TIMES ASH2		TRUE	FALSE	
67	036an		150		KA×ÀŠ			Hitt.	FALSE	FALSE	
47	025b	317			KA×DÚB/BALAG	U+1215D 𒅝	KA TIMES BALAG		TRUE	FALSE	
53	029x				KA×ERIM	U+12160 𒅠	KA TIMES ERIN2	variant of n129 AG×ERIM	TRUE	FALSE	
38	023n		140		KA×GAG	U+1216F 𒅯	KA TIMES KAK		TRUE	FALSE	
25	015x				KA×GÍR	U+12168 𒅨	KA TIMES GIR2	uncertain	TRUE	FALSE	
41	023n3		139		KA×GIŠ	U+12380 𒎀	KA TIMES GISH	Hitt.	TRUE	FALSE	
69	34				KA×GU	U+1216B 𒅫	KA TIMES GU		TRUE	FALSE	
63	033n				KA×GUR7	U+1216C 𒅬	KA TIMES GUR7		TRUE	FALSE	
55	030n				KA×ḪAR				FALSE	FALSE	
59	031n2				KA×IGI	U+1216D 𒅭	KA TIMES IGI	variant of n79 URU×IGI	TRUE	FALSE	
60	031x				KA×KI	U+12170 𒅰	KA TIMES KI		TRUE	FALSE	
37	23				KA×KIB	U+1216A 𒅪	KA TIMES GISH CROSSING GISH		TRUE	FALSE	
70	034n		142		KA×LUM				FALSE	FALSE	
30	017an		134		KA×MAŠ/BAR	U+1215E 𒅞	KA TIMES BAR		TRUE	FALSE	
57	31				KA×MI	U+12178 𒅸	KA TIMES MI		TRUE	FALSE	
35	022x	313			KA×NE	U+1217A 𒅺	KA TIMES NE		TRUE	FALSE	
40	023n2		138		KA×PA	U+12384 𒎄	KA TIMES PA	Hitt.	TRUE	FALSE	
52	028n				KA×PI	U+1217C 𒅼	KA TIMES PI		TRUE	FALSE	
28	016a				KA×RU	U+1217D 𒅽	KA TIMES RU		TRUE	FALSE	
48	025c				KA×ŠA	U+12180 𒆀	KA TIMES SHA		TRUE	FALSE	
45	21	324			KA×SAR	U+1217F 𒅿	KA TIMES SAR		TRUE	FALSE	
50	27	323	145		KA×ŠE	U+12181 𒆁	KA TIMES SHE		TRUE	FALSE	
62	33	327			KA×ŠÈ	U+12161 𒅡	KA TIMES ESH2		TRUE	FALSE	
42	24	319			KA×ŠID	U+12182 𒆂	KA TIMES SHID		TRUE	FALSE	
68	035n				KA×SIG	U+12184 𒆄	KA TIMES SIG		TRUE	FALSE	
27	15xx				KA×TU	U+12386 𒎆	KA TIMES TU	variant of n72 URU×TU	TRUE	FALSE	
56	031n1		141		KA×U	U+12187 𒆇	KA TIMES U	Hitt.	TRUE	FALSE	
43	024x				KA×Ú	U+12188 𒆈	KA TIMES U2		TRUE	FALSE	
51	28		143		KA×UD	U+12189 𒆉	KA TIMES UD		TRUE	FALSE	
36	022xn1		137		KA×ÚR	U+12387 𒎇	KA TIMES UR2	Hitt.	TRUE	FALSE	
39	022xn2				KA×UŠ	U+1218B 𒆋	KA TIMES USH		TRUE	FALSE	
148	88	226	49		KAB	U+1218F 𒆏	KAB		TRUE	FALSE	
108	063a				KÁD	U+12190 𒆐	KAD2		TRUE	FALSE	
109	063c		-227		KÀD	U+12191 𒆑	KAD3		TRUE	FALSE	
568	354b	227a	68		KAD4	U+12192 𒆒	KAD4		TRUE	FALSE	
569	354bv	227b			KAD5	U+12193 𒆓	KAD5		TRUE	FALSE	
496	322	176	196		KAL	U+12197 𒆗	KAL		TRUE	TRUE	
496	322	176	196		KAL	U+12128 𒄨	GURUSH		TRUE	FALSE	
500	312	169			KALAM	U+12326 𒌦		U+12326 𒌦, erroneously UN	TRUE	TRUE	see note
496	322n				KALoverKALcrossed	U+12199 𒆙	KAL CROSSING KAL		TRUE	FALSE	
254	143				KÁM				FALSE	FALSE	
640	406v1	279	355		KAM (ḪI.BAD)			n595 KAM (ḪI×BAD) U+12130 𒄰	FALSE	FALSE	
595	406v2				KAM (ḪI×BAD), variant form	U+1219A 𒆚	KAM2 (wrong!)	see MesZL n640	TRUE	FALSE	
195	119				KÀN (SAG×MI)	U+1229D 𒊝	SAG TIMES MI		TRUE	FALSE	
175	105	246			KÁR (GÁN-tenû and ŠÈ-tenû)	U+120F8 𒃸	GAN2 TENU		TRUE	FALSE	
590	376x	290	250		KAR (TE.A)	U+122FC 𒋼 & U+12000 𒀀	TE & A		TRUE	FALSE	
384	211b	71			KÀŠ (UŠ×A)	U+12352 𒍒	USH TIMES A		TRUE	FALSE	
352	202	66	129		KAŠ4 (DU-šeššig)	U+1207D 𒁽	DU SHESHIG		TRUE	FALSE	
302	166	271	259		KASKAL	U+1219C 𒆜	KASKAL		TRUE	FALSE	
306	166+398				KASKAL.AḪ	U+1219C 𒆜 & U+12134 𒄴	KASKAL & HI TIMES NUN		TRUE	FALSE	
305	166+371	271			KASKAL.BU	U+1219C 𒆜 & U+1204D 𒁍	KASKAL & BU		TRUE	FALSE	
307	166e				KASKAL.LAGAB	U+1219C 𒆜 & U+121B8 𒆸	KASKAL & LAGAB		TRUE	FALSE	
307	166ee				KASKAL.TÚLoverTÚL	U+1219D 𒆝	KASKAL LAGAB TIMES U OVER LAGAB TIMES U		TRUE	FALSE	
307	166een				KASKALoverKASKAL.TÚLoverTÚL	U+1219E 𒆞	KASKAL OVER KASKAL LAGAB TIMES U OVER LAGAB TIMES U		TRUE	FALSE	
44	25	318			KAxGA	U+12162 𒅢	KA TIMES GA		TRUE	FALSE	
871	546_6	423			KÈŠ (ÉN. ŠÁR×GAD)	U+122D9 𒋙 & U+1202D 𒀭 & U+12132 𒄲	SHU2 & AN & HI TIMES GAD		TRUE	FALSE	
737	461	432	313		KI	U+121A0 𒆠	KI		TRUE	FALSE	
738	462v	430			KI×BAD	U+121A1 𒆡	KI TIMES BAD	belongs to n740	TRUE	FALSE	
740	462	430			KI×U	U+121A2 𒆢	KI TIMES U		TRUE	FALSE	
739	463				KI×UD	U+121A3 𒆣	KI TIMES UD		TRUE	FALSE	
378	228	274	260		KIB				FALSE	FALSE	
484	313	163	194		KID (LÍL)	U+121A4 𒆤	KID		TRUE	TRUE	"lil"
106	063d	58	227		KÍD (TAG4)	U+122FA 𒋺	TAK4		TRUE	FALSE	
742	461_280; 464				KIMIN				FALSE	FALSE	
815	538	447	47		KIN	U+121A5 𒆥	KIN		TRUE	FALSE	
163	91	336			KINDA (GAD.NÍGoverGAD.NÍG)	U+120F1 𒃱	GAD OVER GAD GAR OVER GAR		TRUE	FALSE	
838	573				KINGUSILA	U+1245C 𒑜	NUMERIC SIGN FIVE SIXTHS DISH	"5/6"	TRUE	FALSE	
692	434a				KIR7 (NIM× NÍG.KÁR)	U+12251 𒉑	NIM TIMES GAR PLUS GAN2 TENU		TRUE	FALSE	
678	425	291a	273		KIŠ	U+121A7 𒆧	KISH		TRUE	FALSE	
435	249	161	228		KISAL	U+121A6 𒆦	KISAL		TRUE	FALSE	
743	466	440			KIŠI4	U+12294 𒊔	SAG NUTILLU		TRUE	FALSE	
440	281a; 294e; 432_1	172			KIŠI8 (DAG.KISIM5×GÍR(-gunû?))	U+1205E 𒁞	DAG KISIM5 TIMES GIR2		TRUE	FALSE	
453	290	170			KIŠI9 (DAG.KISIM5× Ú.GÍR(-gunû?))	U+1206C 𒁬	DAG KISIM5 TIMES U2 PLUS GIR2		TRUE	FALSE	
687	396n3				KISIM5	U+121A8 𒆨	KISIM5	in some ligatures interchangeable with ÁB	TRUE	FALSE	
687	396n		278		KISIM5 variant				FALSE	FALSE	
808	536	415	206		KU (DÚR, TUKUL, TUŠ)	U+121AA 𒆪	KU		TRUE	TRUE	
808	536	415	206		KU (DÚR, TUKUL, TUŠ)	U+12089 𒂉	DUR2		TRUE	FALSE	
87	58	375			KU4	U+121AD 𒆭	KU4		TRUE	FALSE	
171	110	70	184		KU7	U+121AF 𒆯	KU7		TRUE	FALSE	
745	468	428	69		KUG (KÙ)	U+121AC 𒆬	KU3		TRUE	FALSE	
339	191	138	120		KUM (GUM)	U+12123 𒄣	GUM		TRUE	TRUE	
131	77	32	35		KUN	U+121B2 𒆲	KUN		TRUE	FALSE	
123	074_182				KÚNGA (BAR.AN)	U+12047 𒁇 & U+1202D 𒀭	BAR & AN		TRUE	FALSE	
872	547	424			KUNGA (ŠÚ.MUL)	U+122D9 𒋙 & U+1202F 𒀯	SHU2 & AN THREE TIMES		TRUE	FALSE	
578	366	369	329		KUR	U+121B3 𒆳	KUR		TRUE	TRUE	
578	366_87				KUR.KURinversum	U+121B4 𒆴	KUR OPPOSING KUR		TRUE	FALSE	
730	454				KURUM7 (IGI.ERIM)	U+12146 𒅆 & U+1209F 𒂟	IGI & ERIN2	here belongs n735	TRUE	FALSE	
735	449_244				KURUM7 (IGI.NÍG)	U+12146 𒅆 & U+120FB 𒃻	IGI & GAR	reconstruction, belongs to n730	TRUE	FALSE	
896	562	457			KÚŠU	U+121B5 𒆵	KUSHU2		TRUE	FALSE	
710	448	347			KUŠU (U.GÌR/PIRIG)	U+1230B 𒌋 & U+1210A 𒄊 / U+1228A 𒊊	U & GIR3/PIRIG		TRUE	FALSE	
89	55	177	95		LA	U+121B7 𒆷	LA		TRUE	TRUE	
755	483	402	179		LAGAB	U+121B8 𒆸	LAGAB		TRUE	TRUE	
797	523x; 524				LAGAB× A.DA.ḪA	U+121BA 𒆺	LAGAB TIMES A PLUS DA PLUS HA		TRUE	FALSE	
798	525				LAGAB× A.LAL	U+121BC 𒆼	LAGAB TIMES A PLUS LAL		TRUE	FALSE	
799	526				LAGAB× A.NÍG/GAR	U+121BB 𒆻	LAGAB TIMES A PLUS GAR		TRUE	FALSE	
796	523				LAGAB× A.TAR			uncertain	FALSE	FALSE	
781	508				LAGAB× KAR.SU.NA	U+121E4 𒇤	LAGAB TIMES TE PLUS A PLUS SU PLUS NA		TRUE	FALSE	
792	517				LAGAB× ME.EN	U+121D9 𒇙	LAGAB TIMES ME PLUS EN		TRUE	FALSE	
762	488				LAGAB× NUMUN.ḪI.A	U+121D3 𒇓	LAGAB TIMES KUL PLUS HI PLUS A		TRUE	FALSE	
