MesZL	SL/HA	aBZL	HethZL		Sign Name	Unicode	Unicode Name	comment	has unicode	worthington	
779	492				LAGAB× ŠE.SUM	U+121DC 𒇜	LAGAB TIMES SHE PLUS SUM		TRUE	FALSE	
771	497n				LAGAB× ŠÍTA.ERIM	U+121DD 𒇝	LAGAB TIMES SHITA PLUS GISH PLUS ERIN2		TRUE	FALSE	
803	521				LAGAB× ŠÚ.ŠÚ	U+121E0 𒇠	LAGAB TIMES SHU2 PLUS SHU2		TRUE	FALSE	
787	512	412			LAGAB× U.A	U+121E6 𒇦	LAGAB TIMES U PLUS A		TRUE	FALSE	
774	499v				LAGAB× Ú.AŠ	U+121E8 𒇨	LAGAB TIMES U2 PLUS ASH		TRUE	FALSE	
784	509				LAGAB×AḪ	U+121CA 𒇊	LAGAB TIMES HI TIMES NUN		TRUE	FALSE	
773	498				LAGAB×AL	U+121BD 𒆽	LAGAB TIMES AL		TRUE	FALSE	
758	484a				LAGAB×AN	U+121BE 𒆾	LAGAB TIMES AN		TRUE	FALSE	
769	496				LAGAB×BI	U+121C1 𒇁	LAGAB TIMES BI		TRUE	FALSE	
765	489				LAGAB×DAR	U+121C2 𒇂	LAGAB TIMES DAR		TRUE	FALSE	
764	488b				LAGAB×EN	U+121C3 𒇃	LAGAB TIMES EN		TRUE	FALSE	
775	499n				LAGAB×GA	U+121C4 𒇄	LAGAB TIMES GA		TRUE	FALSE	
778	504				LAGAB×GE23	U+121BF 𒆿	LAGAB TIMES ASH ZIDA TENU	uncertain	TRUE	FALSE	
763	488a				LAGAB×GI	U+12388 𒎈	LAGAB TIMES GI		TRUE	FALSE	
772	493	407			LAGAB×GU4	U+121C6 𒇆	LAGAB TIMES GUD		TRUE	FALSE	
800	527				LAGAB×ḪA	U+121C8 𒇈	LAGAB TIMES HA		TRUE	FALSE	
785	510				LAGAB×IM	U+121CC 𒇌	LAGAB TIMES IM		TRUE	FALSE	
789	514				LAGAB×KI	U+121CF 𒇏	LAGAB TIMES KI		TRUE	FALSE	
759	485				LAGAB×KÍD	U+121E3 𒇣	LAGAB TIMES TAK4		TRUE	FALSE	
794	519				LAGAB×KIN	U+121D0 𒇐	LAGAB TIMES KIN		TRUE	FALSE	
782	503				LAGAB×LIŠ	U+121D5 𒇕	LAGAB TIMES LISH		TRUE	FALSE	
793	518				LAGAB×LU	U+121D6 𒇖	LAGAB TIMES LU		TRUE	TRUE	
777	502				LAGAB×LUL	U+121D7 𒇗	LAGAB TIMES LUL		TRUE	FALSE	
791	516				LAGAB×ME	U+121D8 𒇘	LAGAB TIMES ME		TRUE	FALSE	
780	507				LAGAB×MUŠ	U+121DA 𒇚	LAGAB TIMES MUSH		TRUE	FALSE	
801	528	408	55		LAGAB×NÍG	U+121C5 𒇅	LAGAB TIMES GAR		TRUE	FALSE	
771	497				LAGAB×ŠÍTA	U+121DE 𒇞	LAGAB TIMES SHITA PLUS GISH TENU	TENU pertinent? cf. Gong p154 and 220	TRUE	FALSE	
802	520				LAGAB×ŠÚ	U+121DF 𒇟	LAGAB TIMES SHU2		TRUE	FALSE	
783	505				LAGAB×UD	U+121E9 𒇩	LAGAB TIMES UD		TRUE	FALSE	
770	495a				LAGAB×UŠ	U+121EA 𒇪	LAGAB TIMES USH		TRUE	FALSE	
719	458	308	186		LAGAR	U+121EC 𒇬	LAGAR		TRUE	FALSE	
723	460n				LAGAR× ŠE.SUM	U+121EE 𒇮	LAGAR TIMES SHE PLUS SUM		TRUE	FALSE	
350	206a				LAḪ4 (DUoverDU)	U+1207B 𒁻	DU OVER DU		TRUE	FALSE	
616	394b	372			LAḪTAN (NUNUZ.ÁB/KISIM5×LA)	U+12274 𒉴	NUNUZ AB2 TIMES LA		TRUE	FALSE	
617	394bx				LÁḪTAN (NUNUZ.ÁB/KISIM5×SÌLA)	U+12276 𒉶	NUNUZ AB2 TIMES SILA3		TRUE	FALSE	
752	482, 585b				LÁL			Neo-Assyrian: use U+121F3 𒇳; here belongs also n849	FALSE	FALSE	
750	481	391	358		LAL (LÁ)	U+121F2 𒇲	LAL		TRUE	TRUE	
751	482		362		LÁL (LAL×LAL)	U+121F3 𒇳	LAL TIMES LAL		TRUE	FALSE	
170	109	124	170		LÀL (TA×ḪI)	U+122ED 𒋭	TA TIMES HI		TRUE	FALSE	
849	585b				LÁL variant	U+12456 𒑖 & U+1227D 𒉽	NIGIDAMIN & PAP	belongs to n752	TRUE	FALSE	
693	435	244	306		LAM	U+121F4 𒇴	LAM		TRUE	FALSE	
694	436				LAM×KUR	U+121F5 𒇵	LAM TIMES KUR		TRUE	FALSE	
85	59	381	343		LI	U+121F7 𒇷	LI		TRUE	FALSE	
732	455	239a	265		LIBIR (IGI.ŠÈ)	U+12146 𒅆 & U+120A0 𒂠	IGI & ESH2		TRUE	FALSE	
677	424	353			LIBIŠ (ÁB×ŠÀ)	U+1201A 𒀚	AB2 TIMES SHA3		TRUE	FALSE	
544	336	91	127		LIL	U+121F8 𒇸	LIL	see also MesZL p62 n87c	TRUE	FALSE	
879	553				LÌL (ŠÚ.EŠ)	U+122D9 𒋙 & U+1230D 𒌍	SHU2 & U U U		TRUE	FALSE	
874	552				LIL5 (ŠÚ.NE)	U+122D9 𒋙 & U+12248 𒉈	SHU2 & NE		TRUE	FALSE	
676	422				LILIZ (ÁB×BALAG)	U+12017 𒀗	AB2 TIMES BALAG		TRUE	FALSE	
860	597	472	370		LIMMU ("NÍG", 4)	U+1243C 𒐼	NUMERIC SIGN FOUR VARIANT FORM LIMMU	"4"; variants: U+1243E 𒐾, U+1243F 𒐿	TRUE	FALSE	
215	124_42	110			LÍMMU (TAB.TAB)	U+12402 𒐂	NUMERIC SIGN FOUR ASH	"4"	TRUE	FALSE	
215	124_42	110			LÍMMU (TAB.TAB)	U+121F9 𒇹	LIMMU2		TRUE	FALSE	
506	325b				LIMMU4	U+1243D 𒐽	NUMERIC SIGN FOUR VARIANT FORM LIMMU4	"4"	TRUE	FALSE	
852	586	474			LIMMU5 ("ZA")	U+1235D 𒍝	ZA		TRUE	FALSE	
852	586	474			LIMMU5 ("ZA")	U+12409 𒐉	NUMERIC SIGN FOUR DISH	"4"	TRUE	TRUE	
591	377	232	286		LIŠ	U+121FA 𒇺	LISH		TRUE	FALSE	
514	330	253	78		LÚ	U+121FD 𒇽	LU2		TRUE	TRUE	
812	537	416	210		LU (UDU)	U+121FB 𒇻	LU		TRUE	TRUE	
516, 534	330_8n				LÚ-šeššig ("LÚ.GAM")	U+12215 𒈕	LU2 SHESHIG		TRUE	FALSE	
518	330_9n				LÚ-šeššig×BAD ("LÚ×BAD .GAM")			reconstruction	FALSE	FALSE	
515	330_0				LÚ-tenû	U+12211 𒈑	LU2 TENU		TRUE	FALSE	
514	330_60	255			LÚ.LÚinversum	U+12213 𒈓	LU2 OPPOSING LU2		TRUE	FALSE	
521	330_7	258			LÚ× KÁR(GÁN-tenû)	U+12202 𒈂	LU2 TIMES GAN2 TENU		TRUE	FALSE	
527'	330_7bn				LÚ× ME.EN	U+1220B 𒈋	LU2 TIMES ME PLUS EN		TRUE	FALSE	
532	330_7d				LÚ× ŠÈ.LAL				FALSE	FALSE	
533	330_7dn				LÚ× SÍG.BU	U+1220F 𒈏	LU2 TIMES SIK2 PLUS BU		TRUE	FALSE	
523	330_7an1				LÚ×AL	U+121FE 𒇾	LU2 TIMES AL		TRUE	FALSE	
517	330_6	256			LÚ×BAD	U+121FF 𒇿	LU2 TIMES BAD		TRUE	FALSE	
526	330_7an2				LÚ×IM	U+12204 𒈄	LU2 TIMES IM		TRUE	FALSE	
519	330_0n				LÚ×KÁD	U+12205 𒈅	LU2 TIMES KAD2		TRUE	FALSE	
520	330_4n				LÚ×KÀD ?	U+12206 𒈆	LU2 TIMES KAD3		TRUE	FALSE	
525	330_7an3v				LÚ×KAM*	U+12203 𒈃	LU2 TIMES HI TIMES BAD	see MesZL n514	TRUE	FALSE	
527	330_7an4				LÚ×KI	U+12208 𒈈	LU2 TIMES KI		TRUE	FALSE	
520	330_4				LÚ×KÍD or				FALSE	FALSE	
529	330_7c				LÚ×KU or similar				FALSE	FALSE	
528	330_7b				LÚ×LAGAB	U+1220A 𒈊	LU2 TIMES LAGAB		TRUE	FALSE	
522	330_7a	257			LÚ×NE	U+1220C 𒈌	LU2 TIMES NE		TRUE	FALSE	
530	330_7c	259			LÚ×ŠÈ	U+12200 𒈀	LU2 TIMES ESH2	see MesZL 514, 175	TRUE	FALSE	
531	330_7cn				LÚ×ŠÈ-tenû	U+12201 𒈁	LU2 TIMES ESH2 TENU		TRUE	FALSE	
524	330_7cv				LÚ×ŠU				FALSE	FALSE	
530	330_7c				LÚ×TÚG	U+12210 𒈐	LU2 TIMES TUG2		TRUE	FALSE	
266	151	221a	115		LUGAL	U+12217 𒈗	LUGAL		TRUE	TRUE	
268	151v				LUGAL.LUGALinversum	U+12219 𒈙	LUGAL OPPOSING LUGAL	to n266	TRUE	FALSE	
266	151vn				LUGALoverLUGAL	U+12218 𒈘	LUGAL OVER LUGAL		TRUE	FALSE	
904	566b				LÙGUD (LUMoverLUM.NÍGoverNÍG)	U+1221F 𒈟	LUM OVER LUM GAR OVER GAR		TRUE	FALSE	w has different sign?
494	321	196	198		LUḪ	U+1221B 𒈛	LUH		TRUE	FALSE	
570	355	296	19; 351		LUL (NAR)	U+1221C 𒈜	LUL		TRUE	TRUE	
702	421a				LULIM (GÌR× LU.IGI)	U+1210E 𒄎	GIR3 TIMES LU PLUS IGI	reconstruction	TRUE	FALSE	
900	565	248	310		LUM	U+1221D 𒈝	LUM		TRUE	TRUE	
902	565a; 566a				LUMoverLUM	U+1221E 𒈞	LUM OVER LUM		TRUE	FALSE	
903	566				LUMoverLUM.ŠÚ	U+1221E 𒈞 & U+122D9 𒋙	LUM OVER LUM & SHU2		TRUE	FALSE	
514	330_60v				LÚoverLÚcrossed	U+12212 𒈒	LU2 CROSSING LU2		TRUE	FALSE	
715	476				LX (6×U)	U+12411 𒐑	NUMERIC SIGN SIX U	"60"	TRUE	FALSE	
552	342	166	208		MA	U+12220 𒈠	MA		TRUE	FALSE	
201	122	50	87		MÁ	U+12223 𒈣	MA2		TRUE	TRUE	
91	57	6	10		MAḪ	U+12224 𒈤	MAH		TRUE	TRUE	
708	471	363	296		MAN (2×U)	U+12399 𒎙	U U	"20"	TRUE	FALSE	
483	307	144	191		MAR	U+12225 𒈥	MAR		TRUE	TRUE	
120	74	29	20		MAŠ	U+12226 𒈦	MASH		TRUE	TRUE	
130	76	31	38		MÁŠ	U+12227 𒈧	MASH2		TRUE	TRUE	
126	074+471				MAŠ.MAN	U+12226 𒈦 & U+12399 𒎙	MASH & U U		TRUE	FALSE	
713	474				MAŠGI/BARGI (4×U)	U+12310 𒌐	U OVER U U REVERSED OVER U REVERSED		TRUE	FALSE	
753	532	392	357		ME	U+12228 𒈨	ME	"100". Can mean priest in some cases.	TRUE	TRUE	
129	98	53	82		MÈ (AG×ERIM)	U+1201E 𒀞	AK TIMES ERIN2		TRUE	TRUE	EZEN
214	125v				MÉGIDDA (TAB.KUN)	U+122F0 𒋰 & U+121B2 𒆲	TAB & KUN		TRUE	FALSE	
211	125n				MEGIDDA (TAB.TI)	U+122F0 𒋰 & U+122FE 𒋾	TAB & TI		TRUE	FALSE	
427	270	102			MEN (GÁ× ME.EN)	U+120DE 𒃞	GA2 TIMES ME PLUS EN		TRUE	FALSE	
169	096a	18			MÉNBULUG (BULUGoverBULUG)	U+12051 𒁑	BULUG OVER BULUG		TRUE	FALSE	
754	533, 533v1		360		MEŠ	U+1238C 𒎌	MESH	"90", plural sign	TRUE	TRUE	
486	314	112a	112		MES (RID)	U+12229 𒈩	MES		TRUE	TRUE	rid?
488	315				MES/UM×ME	U+12398 𒎘	UM TIMES ME		TRUE	FALSE	
679	426				MEZE (ÁB× ME.EN)	U+12019 𒀙	AB2 TIMES ME PLUS EN		TRUE	FALSE	
681	427	348	267		MI	U+1222A 𒈪	MI		TRUE	FALSE	
825	570	465	361		MIN (2)	U+1222B 𒈫	MIN	"2"	TRUE	TRUE	
556	347	219b, 219a	96		MIR (NIMGIR)	U+12087 𒂇	DUN3 GUNU GUNU	Unicode names pertinent?	TRUE	TRUE	"mir", "AGA"
98	61	20	17		MU	U+1222C 𒈬	MU		TRUE	TRUE	
137	81	35	26		MUD	U+12137 𒄷 & U+1212D 𒄭	HU & HI		TRUE	FALSE	
621	394d				MÙD (NUNUZ.ÁB/KISIM5×BI)	U+12278 𒉸	NUNUZ KISIM5 TIMES BI		TRUE	FALSE	
621	394d				MÙD (NUNUZ.ÁB/KISIM5×BI)	U+1226F 𒉯	NUNUZ AB2 TIMES BI		TRUE	FALSE	
12	3	12	22		MUG	U+1222E 𒈮	MUG		TRUE	TRUE	
247	129a	10	101		MUL (ANoverAN .AN)	U+1202F 𒀯	AN THREE TIMES		TRUE	FALSE	
820	543				MUNŠUB (MUNSUB; SÍG.SUḪUR)	U+12230 𒈰	MUNSUB		TRUE	FALSE	
823	543v2				MÚNŠUB (SÍG.LAM.SUḪUR)	U+122C1 𒋁 & U+122E6 𒋦	SHESH2 & SUHUR		TRUE	FALSE	
883	554	450	297		MUNUS (SAL)	U+122A9 𒊩	SAL		TRUE	TRUE	
895	554n				MUNUS.LAGAR	U+122A9 𒊩 & U+121EC 𒇬	SAL & LAGAR		TRUE	FALSE	
888	556				MUNUS+MA			mim-ma ligature	FALSE	FALSE	
901	565	242	311		MÚRGU ("LUM")	U+12231 𒈱	MURGU2		TRUE	FALSE	
906	567	243	311		MURGU ("SIG4")	U+122DE 𒋞	SIG4		TRUE	FALSE	
545	337	207a/207b	110		MÚRU (MURUB4, NISAG; ITI-gunû)	U+12318 𒌘	UD TIMES U PLUS U PLUS U GUNU		TRUE	FALSE	
585	374	267	342		MUŠ	U+12232 𒈲	MUSH		TRUE	FALSE	
153	103v	44	41		MÙŠ (INANNA)	U+12239 𒈹	MUSH3		TRUE	TRUE	
152	102	45			MÚŠ (MÙŠ-gunû)	U+1223D 𒈽	MUSH3 GUNU		TRUE	FALSE	
156	103cv				MÙŠ×ZA				FALSE	FALSE	
154	103a	46	27		MÙŠxA	U+1223A 𒈺	MUSH3 TIMES A		TRUE	FALSE	
110	70	24	15		NA	U+1223E 𒈾	NA		TRUE	TRUE	
689	431	364	314		NÁ	U+1223F 𒈿	NA2		TRUE	FALSE	
385	229n	262	73		NA4 (NI.UD)	U+1224C 𒉌 & U+12313 𒌓	NI & UD		TRUE	FALSE	
385	229n	262	73		NA4 (NI.UD)	U+1224C 𒉌 & U+1209F 𒂟	NI & ERIM		TRUE	FALSE	
246	129		100		NAB (ANoverAN)	U+1202E 𒀮	AN OVER AN		TRUE	FALSE	
64	35	328	148		NAG (KA×A)	U+12158 𒅘	KA TIMES A		TRUE	FALSE	
293	165	377	352; (345)		NAGA	U+12240 𒉀	NAGA		TRUE	FALSE	
293	165+165n1				NAGA. NAGAinversum	U+12243 𒉃	NAGA OPPOSING NAGA		TRUE	FALSE	
294	165b				NAGA×ŠU-tenû	U+12242 𒉂	NAGA TIMES SHU TENU		TRUE	FALSE	
293	165n1				NAGAinversum	U+12241 𒉁	NAGA INVERTED		TRUE	FALSE	
893	560	449	308		NAGAR	U+12244 𒉄	NAGAR		TRUE	FALSE	
134	79	42	39		NAM	U+12246 𒉆	NAM		TRUE	TRUE	
313	172	116	169		NE	U+12248 𒉈	NE		TRUE	TRUE	
806	515_9				NENNI (BUL+BUL, BUL.BUL)	BUL.BUL: U+121E7 𒇧 & U+121E7 𒇧	LAGAB TIMES U PLUS U PLUS U & LAGAB TIMES U PLUS U PLUS U		TRUE	FALSE	
380	231	261	72		NI	U+1224C 𒉌	NI	BE3, DIG, I3, IA3, LE2, LI2, LID2, NE2, ŠUŠ2, ZAL, ZAR2	TRUE	FALSE	
436	249				NI+GIŠ			ligature ì+giš	FALSE	FALSE	
380	231n2(v)		76		NI×E	U+1224D 𒉍	NI TIMES E	Hitt. esp. Hurr.	TRUE	FALSE	
295	131a		94		NIB (PIRIG×KAL)	U+1228B 𒊋	PIRIG TIMES KAL		TRUE	FALSE	
859	597	473	369		NÍG (GAR, NINDA)	U+120FB 𒃻	GAR		TRUE	TRUE	"sha", "NINDA"
898	563	461			NIG (MUNUS.UR)	U+122A9 𒊩 & U+12328 𒌨	SAL & UR		TRUE	FALSE	
749	480		356		NIGIDA (DIŠ)			use U+12079 𒁹 DISH	FALSE	FALSE	
850	585c				NIGIDAEŠ (DIŠoverDIŠ.DIŠ)	U+12457 𒑗	NUMERIC SIGN NIGIDAESH		TRUE	FALSE	
853	586				NIGIDALIMMU ("ZA")	U+1235D 𒍝	ZA		TRUE	FALSE	
853	586				NIGIDALIMMU ("ZA")	U+12409 𒐉	NUMERIC SIGN FOUR DISH	"4"	TRUE	FALSE	
848	585a				NIGIDAMIN (DIŠoverDIŠ)	U+12456 𒑖	NUMERIC SIGN NIGIDAMIN	"4"	TRUE	FALSE	
804	529	403			NIGIN (LAGAB+LAGAB, LAGAB.LAGAB)	U+121B8 𒆸 & U+121B8 𒆸	LAGAB & LAGAB		TRUE	FALSE	
804	529v2				NIGIN (LAGAB×LAGAB)	U+121D4 𒇔	LAGAB TIMES LAGAB		TRUE	FALSE	
707	447a				NÌGIN (U.UD.KID)	U+1230B 𒌋 & U+12313 𒌓 & U+121A4 𒆤	U & UD & KID		TRUE	FALSE	
706	447				NIGIN4 (U.UD)	U+1230B 𒌋 & U+12313 𒌓	U & UD		TRUE	FALSE	
690	433	355	74		NIM	U+1224F 𒉏	NIM		TRUE	FALSE	
712	473	374	335		NIMIN (4×U)	U+1240F 𒐏	NUMERIC SIGN FOUR U	"40"	TRUE	FALSE	
887	556	452	299		NIN, old MUNUS.TÚG	U+122A9 𒊩 & U+12306 𒌆	SAL & TUG2		TRUE	TRUE	
886	556	451	299		NIN9, old MUNUS.KU	U+122A9 𒊩 & U+121AA 𒆪	SAL & KU	NeoAssyrian: SAL & MA(U+12220 𒈠)	TRUE	TRUE	"dam"
236	200v	131			NINA (AB×ḪA)	U+1200F 𒀏	AB TIMES HA		TRUE	FALSE	
316	176	135	119		NÍNDA	U+12252 𒉒	NINDA2		TRUE	FALSE	
318	177n				NÍNDA× AŠ.AŠ	U+12255 𒉕	NINDA2 TIMES ASH PLUS ASH		TRUE	FALSE	
337	190an4				NÍNDA× ME.KÁR	U+12257 𒉗	NINDA2 TIMES ME PLUS GAN2 TENU	reconstruction	TRUE	FALSE	
337	190a				NÍNDA× ME.KÍD				FALSE	FALSE	
333	187v1				NÍNDA× ŠE.A .AN	U+1225B 𒉛	NINDA2 TIMES SHE PLUS A AN		TRUE	FALSE	
333	187	137	123		NÍNDA× ŠE.A.AN	important code point missing			TRUE	FALSE	
331	186a				NÍNDA× ŠE.AŠ	U+1225C 𒉜	NINDA2 TIMES SHE PLUS ASH		TRUE	FALSE	
332	186b				NÍNDA× ŠE.AŠ.AŠ	U+1225D 𒉝	NINDA2 TIMES SHE PLUS ASH PLUS ASH		TRUE	FALSE	
330	185				NÍNDA× Ú.AŠ	U+1225E 𒉞	NINDA2 TIMES U2 PLUS ASH		TRUE	FALSE	
317	177				NÍNDA×AŠ	U+12254 𒉔	NINDA2 TIMES ASH		TRUE	FALSE	
319	178				NÍNDA×BAL	U+12391 𒎑	NINDA2 TIMES BAL		TRUE	FALSE	
321	179				NÍNDA×BÁN				FALSE	FALSE	
325	182n				NÍNDA×DUB?				FALSE	FALSE	
322	180				NÍNDA×GI	U+12392 𒎒	NINDA2 TIMES GI		TRUE	FALSE	
327	184				NÍNDA×GU4	U+12256 𒉖	NINDA2 TIMES GUD		TRUE	FALSE	
335	189				NÍNDA×MAN				FALSE	FALSE	
333	187v5				NÍNDA×ŠE	U+1225A 𒉚	NINDA2 TIMES SHE		TRUE	FALSE	
328	186				NÍNDA×ŠID?				FALSE	FALSE	
334	188				NÍNDA×U				FALSE	FALSE	
329	184a				NÍNDA×Ú			uncertain	FALSE	FALSE	
587	375_45				NINNI5 (TIRoverTIR)	U+12303 𒌃	TIR OVER TIR		TRUE	FALSE	
714	475	376			NINNU (5×U)	U+12410 𒐐	NUMERIC SIGN FIVE U	"50"	TRUE	FALSE	
502	325	148	204		NIR (NUNoverNUN)	U+1226A 𒉪	NUN OVER NUN		TRUE	FALSE	
112	75	19	11		NU	U+12261 𒉡	NU		TRUE	TRUE	
594	378an				Number 1/4(Kültepe)	U+12462 𒑢	OLD ASSYRIAN ONE QUARTER	"1/4"	TRUE	FALSE	
630	395an				Number 1/6(Kültepe)	U+12461 𒑡	NUMERIC SIGN OLD ASSYRIAN ONE SIXTH	"1/6"	TRUE	FALSE	
117	72	26	12		NUMUN	U+121B0 𒆰	KUL		TRUE	FALSE	
102	066c	149			NÚMUN (ZIoverZI.LAGAB)	U+12364 𒍤 & U+121B8 𒆸	ZI OVER ZI & LAGAB		TRUE	FALSE	
117	072a				NUMUN-gunû	U+121B1 𒆱	KUL GUNU		TRUE	FALSE	
143	87	47	36		NUN	U+12263 𒉣	NUN		TRUE	TRUE	
144	87	241			NUN-tenû	U+12269 𒉩	NUN TENU		TRUE	FALSE	
107	063d				NUNcrossingNUN	U+1226B 𒉫	NUN CROSSING NUN		TRUE	FALSE	
145	063_27n				NUNcrossingNUN. LAGARoverLAGAR	U+1226C 𒉬	NUN CROSSING NUN LAGAR OVER LAGAR	to n147 also	TRUE	FALSE	
31	018v	315	135		NUNDUM (KA×NUN)	U+1217B 𒅻	KA TIMES NUN		TRUE	FALSE	
614	394	371	328		NUNUZ	U+1226D 𒉭	NUNUZ		TRUE	FALSE	
615	394+420				NUNUZ.ÁB				FALSE	FALSE	
626	394cxv				NUNUZ.ÁB/KISIM5× BÙLUG.GÚG				FALSE	FALSE	
626	394cx				NUNUZ.ÁB/KISIM5× GÚG.BÙLUG				FALSE	FALSE	
624	394dx				NUNUZ.ÁB/KISIM5× Ú.BA			U+12277 𒉷 read NUNUZ AB2 TIMES U2 PLUS BA, not ... TIMES U2	FALSE	FALSE	
622	394d+411				NUNUZ.ÁB/KISIM5×BI .U (MÙD.U)	U+12279 𒉹	NUNUZ KISIM5 TIMES BI U		TRUE	FALSE	
625	394dn				NUNUZ.ÁB/KISIM5×DUG	U+12270 𒉰	NUNUZ AB2 TIMES DUG		TRUE	FALSE	
623	394dn2				NUNUZ.ÁB/KISIM5×GU4	U+12271 𒉱	NUNUZ AB2 TIMES GUD		TRUE	FALSE	
618	394bxn				NUNUZ.ÁB/KISIM5×KÀD	U+12273 𒉳	NUNUZ AB2 TIMES KAD3		TRUE	FALSE	
620	394cxxx				NUNUZ.ÁB/KISIM5×NE	U+12275 𒉵	NUNUZ AB2 TIMES NE		TRUE	FALSE	
627	394en				NUNUZ.ÁB/KISIM5×SIG7	U+12272 𒉲	NUNUZ AB2 TIMES IGI GUNU		TRUE	FALSE	
615	394a				NUNUZ.KISIM5				FALSE	FALSE	
467	295l				NUSKA (PA.TÚG)	U+1227A 𒉺 & U+12306 𒌆	PA & TUG2		TRUE	FALSE	
464	295	143	174		PA	U+1227A 𒉺	PA		TRUE	TRUE	
92	60	249	256(1)		PAB or PAP	U+1227D 𒉽	PAP		TRUE	FALSE	
96	060+308				PAB.E (PA5)	U+1227D 𒉽 & U+1208A 𒂊	PAP & E		TRUE	FALSE	
95	060+212				PAB.IŠ (PA6)	U+1227D 𒉽 & U+12156 𒅖	PAP & ISH		TRUE	FALSE	
725	450	235	292		PÀD (IGI.RU)	U+12146 𒅆 & U+12292 𒊒	IGI & RU		TRUE	FALSE	
746	469	362	295		PAD (ŠUK)	U+1227B 𒉻	PAD		TRUE	FALSE	
685	439	27	118		PAN	U+1227C 𒉼	PAN		TRUE	FALSE	
882	596	418	3		PÉŠ	[U+1227E 𒉾]	PESH2	variant: n741. code point only for one sign form!	TRUE	FALSE	
741	461x	418	3		PÉŠ	U+1227E 𒉾	PESH2	see MesZL n882	TRUE	FALSE	
608	390	436			PEŠ4 (ŠÀ×A)	U+122AF 𒊯	SHA3 TIMES A		TRUE	FALSE	
598	383	370	317		PI	U+1227F 𒉿	PI		TRUE	FALSE	
598	383n10(v)		326		PI×A	U+12280 𒊀	PI TIMES A	Hitt. esp. Hurr.	TRUE	FALSE	
598	383n2(v)		318		PI×AB	U+12281 𒊁	PI TIMES AB	Hitt. esp. Hurr.	TRUE	FALSE	
598	383n4(v)		320		PI×BI	U+12282 𒊂	PI TIMES BI	Hitt. esp. Hurr.	TRUE	FALSE	
598	383n7(v)		324		PI×BU	U+12283 𒊃	PI TIMES BU	Hitt. esp. Hurr.	TRUE	FALSE	
598	383n5(v)		322		PI×E	U+12284 𒊄	PI TIMES E	Hitt. esp. Hurr.	TRUE	FALSE	
598	383n3(v)		319		PI×I	U+12285 𒊅	PI TIMES I	Hitt. esp. Hurr.	TRUE	FALSE	
598	383n9(v)		325		PI×IB	U+12286 𒊆	PI TIMES IB	Hitt. esp. Hurr.	TRUE	FALSE	
598	383n8(v)		323		PI×U	U+12287 𒊇	PI TIMES U	Hitt. esp. Hurr.	TRUE	FALSE	
598	383n6(v)		321		PI×Ú	U+12289 𒊈	PI TIMES U2	Hitt. esp. Hurr.	TRUE	FALSE	
598	383a				PIoverPIcrossed/TALTAL	U+12289 𒊉	PI CROSSING PI		TRUE	FALSE	
613	393		327		PÍR	use U+1209F 𒂟 ERIN2			TRUE	FALSE	
701	444	178			PIRIG	U+1228A 𒊊	PIRIG		TRUE	FALSE	
33	19	321			PÙ (KA×KÁR)	U+12164 𒅤	KA TIMES GAN2 TENU		TRUE	FALSE	
93	060+002		256(2)		PÚŠ (PAB.ḪAL)	U+1227D 𒉽 & U+1212C 𒄬	PAP & HAL		TRUE	FALSE	
511	328	192	233		RA	U+1228F 𒊏	RA		TRUE	TRUE	
262	149	221b			RAB	U+12290 𒊐	RAB	in old texts = n266 LUGAL	TRUE	FALSE	
142	86	39	32		RI	U+12291 𒊑	RI		TRUE	TRUE	
586	374_81	276			RI8 (MUŠoverMUŠ parallel or crossed)	U+12236 𒈶	MUSH OVER MUSH		TRUE	FALSE	
586	374_81	276			RI8 (MUŠoverMUŠ parallel or crossed)	U+12238 𒈸	MUSH CROSSING MUSH		TRUE	FALSE	
586	374_81n1				RI8 (MUŠoverMUŠ× A.NA)	U+12237 𒈷	MUSH OVER MUSH TIMES A PLUS NA		TRUE	FALSE	
111	68	60	43		RU	U+12292 𒊒	RU		TRUE	TRUE	
172	104	147	200		SA	U+12293 𒊓	SA		TRUE	TRUE	
566	353	203	158		ŠA	U+122AD 𒊭	SHA		TRUE	TRUE	
599	384	433	294		ŠÀ (ŠAG4)	U+122AE 𒊮	SHA3		TRUE	FALSE	
600	384n				ŠÀ×BAD	U+122B0 𒊰	SHA3 TIMES BAD		TRUE	FALSE	
603	385n				ŠÀ×GIŠ	U+122B1 𒊱	SHA3 TIMES GISH		TRUE	FALSE	
607	387				ŠÀ×MI				FALSE	FALSE	
602	385	434			ŠÀ×NE	U+122B2 𒊲	SHA3 TIMES NE		TRUE	FALSE	
609	389				ŠÀ×ŠÚ	U+122B3 𒊳	SHA3 TIMES SHU2		TRUE	FALSE	
601	384a	435			ŠÀ×TUR	U+122B4 𒊴	SHA3 TIMES TUR		TRUE	FALSE	
605	386n				ŠÀ×U	U+122B5 𒊵	SHA3 TIMES U		TRUE	FALSE	
604	386				ŠÀ×UD				FALSE	FALSE	
138	82	36			SA4 (ḪU.NÁ)	U+12137 𒄷 & U+1223F 𒈿	HU & NA2		TRUE	FALSE	
571	356	228	70		SA6	U+122B7 𒊷	SHA6 (bad!)		TRUE	FALSE	
466	295k		175		ŠAB (PA.IB)	U+1227A 𒉺 & U+12141 𒅁	PA & IB		TRUE	TRUE	
