name	sign	syllabic	PREFIX	POSTFIX	meszl	unicode	compound	sumerogram1	sumerogram2	sumerogram3	sumerogram4	sumerogram5	sumerogram6	sumerogram7	sumerogram8	sumerogram9	sumerogram10	sumerogram11	sumerogram12	sumerogram13	sumerogram14																											
DIŠ	𒀹				575	U+12039	False	AŠZIDA tenû	AŠ11	DELE4	DEŠ5	DILI4	DIŠ5	EŠ18	GE22	IŠ8	SANTA3	SAGTAG3	SAGTAK3	SANTAG3	SANTAK3	UBU	UZAGLAL																									
GE23.DAR	𒀹𒁯				575+183	U+12039 & U+1206F	True	IŠ8.DAR	IŠ8.TAR2	AŠ11.DAR	AŠ11.TAR2	EŠ18.DAR	EŠ18.TAR2	old formof U.DAR																																		
GAM	𒃵				576	U+120F5	False	AR5	GAN7	GAR17																																						
ILIMMU4	𒑳				577	U+12473	False	3  x  x GE23																																								
ILIMMU4	𒑈				577	U+12448	False	3  x  GE23	9																																							
KUR opposing KUR	𒆴				578	U+121B4	False	KUR.KUR inversum	GUDIBIR2	LAMḪU																																						
KUR.TI	𒆳𒋾				578+118	U+121B3 & U+122FE	True	PARSA																																								
KUR.TI.KI	𒆳𒋾𒆠				578+118+737	U+121B3 & U+122FE & U+121A0	True	ESA																																								
ŠE.BULUG3?	𒊺.?				579+?	U+122BA & U+002E & U+003F	True	MUNU5																																								
ŠE.BULUG3?.ŠE	𒊺.?.𒊺				579+?+579	U+122BA & U+002E & U+003F & U+002E & U+122BA	True	MUNU6.ŠE	MUNU7																																							
ŠE.PAB.PAB	𒊺𒉽𒉽				579+092+092	U+122BA & U+1227D & U+1227D	True	BULUG5																																								
ŠE.ḪU	𒊺𒄷				579+132	U+122BA & U+12137	True	UZUG5																																								
ŠE.LUGAL	𒊺𒈗				579+266	U+122BA & U+12217	True	ŠESAG																																								
ŠE.NAGA	𒊺𒉀				579+293	U+122BA & U+12240	True	NIDABA	NISABA																																							
ŠE.GAG	𒊺𒆕				579+379	U+122BA & U+12195	True	ḪENBUR2																																								
ŠE.BUR	𒊺𒁓				579+559	U+122BA & U+12053	True	KARADIN																																								
ŠE.ŠE.BULUG3?	𒊺𒊺.?				579+579+?	U+122BA & U+122BA & U+002E & U+003F	True	ŠE.MUNU6	MUNU7																																							
ŠE.TIR	𒊺𒌁				579+687	U+122BA & U+12301	True	AŠNAN	EZIM2	EZIN2	EZINA2	EZINU																																				
ŠE.ŠE3	𒊺𒂠𒉣𒁍				579+810+143+580	U+122BA & U+120A0 & U+12263 & U+1204D	True	SAMAN3																																								
BU over BU.UN	𒁏				580 (sign BU)+501	U+1204F	False																																									
BU crossing BU	𒁐				581	U+12050	False	UNU12																																								
BU crossing BU.AB	𒁐𒀊				582	U+12050 & U+1200A	True	SIRSIR																																								
BU over BU.AB	𒁎				582	U+1204E	False	SIRSIR																																								
UŠX	𒍖				583	U+12356	False	UZ	US	UŠ																																						
UZ.TUR	𒊻𒌉				583+255	U+122BB & U+12309	True	BIBAD	BIBE																																							
UZ.TUR.ḪU	𒊻𒌉𒄷				583+255+132	U+122BB & U+12309 & U+12137	True	BIBE																																								
MUŠ x A	𒈳				585 (sign MUŠ)	U+12233	False																																									
MUŠ x KUR	𒈴				585 (sign MUŠ)	U+12234	False																																									
MUŠ x ZA	𒈵				585 (sign MUŠ)	U+12235	False																																									
KUR2.IR.GIDIM2	𒍙				585, also 092	U+12359	False	UTUDI	UTUKI																																							
MUŠ crossing MUŠ	𒈸				586	U+12238	False	MUŠDAMA2	RI8	RIN4																																						
MUŠ over MUŠ	𒈶				586	U+12236	False	MUŠDAMA2	RI8	RIN4																																						
MUŠ over MUŠ x A.NA	𒈷				586	U+12237	False	ARINA	ERINA8	IRINA																																						
NINNI5	𒌃				587	U+12303	False	TIR over  TIR	GARADIN6	NENNI5																																						
TIR x TAK4	𒌂				587 (sign TIR)	U+12302	False																																									
ŠE over ŠE	𒊼				588	U+122BC	False	GARADIN2	KARADIN2																																							
ŠE over ŠE.NIG2 over NIG2	𒊺𒃻  over  𒊺𒃻				588	U+122BA & U+120FB & U+0020 & U+0020 & U+006F & U+0076 & U+0065 & U+0072 & U+0020 & U+0020 & U+122BA & U+120FB	True	GARADIN8	KARADIN8																																							
ŠE over ŠE.PA over PA.NIG2 over NIG2	𒊺𒉺𒃻  over  𒊺𒉺𒃻				588	U+122BA & U+1227A & U+120FB & U+0020 & U+0020 & U+006F & U+0076 & U+0065 & U+0072 & U+0020 & U+0020 & U+122BA & U+1227A & U+120FB	True	GARADIN7	KARADIN7																																							
ŠE over ŠE.TAB over TAB.NIG2 overNIG2	𒊽				588	U+122BD	False	GARADIN3	KARADIN3																																							
TIR over TIR.GAD over GAD.NIG2 over NIG2	𒌄				588	U+12304	False	GARADIN	KARADIN																																							
U over U.PA over PA.GAR over GAR	𒌎				588	U+1230E	False	GARADIN10	KARADIN10																																							
U over U.SUR over SUR	𒌏				588	U+1230F	False	GARADIN9	KARADIN9																																							
NINNI5	𒌃𒆸𒆸				588  (587+804)	U+12303 & U+121B8 & U+121B8	True	TIR over TIR.LAGAB+LAGAB	TIR over TIR.LAGAB.LAGAB	GARADIN4	KARADIN4																																					
TE.AB	𒋼𒀊				589+223	U+122FC & U+1200A	True	UNU6	UNUG3																																							
TE.UNUG	𒋼𒀕				589+232	U+122FC & U+12015	True	UNU2																																								
TE.LAL	𒋼𒇲				589+750	U+122FC & U+121F2	True	GALLA																																								
TE+ME	𒋼𒈨				589+753	U+122FC & U+12228	True	METE																																								
LIŠ	𒇺				591	U+121FA	False	DEL2	DILI2	DILIM2	ŠIL4																																					
:	𒑱				592	U+12471	False	division sign																																								
TAB	𒑊				593	U+1244A	False	2																																								
1/4	𒑢				594	U+12462	False	1/4																																								
KAM	𒄰				595	U+12130	False	ḪI x BAD																																								
KAMv	𒆚				595	U+1219A	False	ḪI x BAD																																								
UD x BAD	𒌕				596 (sign UD)	U+12315	False																																									
UD.AN.ŠEŠ.KI	𒌓𒀭𒋀𒆠				596+010+535+737	U+12313 & U+1202D & U+122C0 & U+121A0	True	ID4																																								
UD.AN.UD	𒌓𒀭𒌓				596+010+596	U+12313 & U+1202D & U+12313	True	SIRRIDA																																								
UD.KA.BAR	𒌓𒅗𒁇				596+024+121	U+12313 & U+12157 & U+12047	True	ḪARŠU	ZABAR																																							
UD.MUD.NUN	𒌓𒄷𒄭𒉣				596+137+143	U+12313 & U+12137 & U+1212D & U+12263	True	IBBANUNNA																																								
UD.NUN	𒌓𒉣				596+143	U+12313 & U+12263	True	ADAB	ARAB	DARENGAL	ITURUNGAL	SURUENGAL	SURUGAL	TURUNGAL																																		
UD.NUN.ḪU	𒌓𒉣𒄷				596+143+132	U+12313 & U+12263 & U+12137	True	ARAB																																								
UD.MA2	𒌓𒈣𒀏				596+201+236	U+12313 & U+12223 & U+1200F	True	SIRARA4																																								
UD.MA2	𒌓𒈣𒀏𒋓				596+201+236+115	U+12313 & U+12223 & U+1200F & U+122D3	True	SIRARA2																																								
UD.MA2	𒌓𒈣𒀏𒋔				596+201+236+116	U+12313 & U+12223 & U+1200F & U+122D4	True	SIRARA2																																								
UD.MA2	𒌓𒈣𒀏𒋳				596+201+236+221	U+12313 & U+12223 & U+1200F & U+122F3	True	SIRARA3																																								
UD.MA2	𒌓𒈣𒀏𒆠𒋳				596+201+236+737+221	U+12313 & U+12223 & U+1200F & U+121A0 & U+122F3	True	SIRARA6																																								
UD.AB	𒌓𒀊				596+223	U+12313 & U+1200A	True	ARARMA2	LARSA2	LARSAM2																																						
UD.UNUG	𒌓𒀕				596+232	U+12313 & U+12015	True	ARARMA	LARSA	LARSAM	ZARARMA																																					
UD.GAN	𒌓𒃶				596+253	U+12313 & U+120F6	True	GIDI6																																								
UD.DU	𒌓𒁺				596+350	U+12313 & U+1207A	True	ARA4	SAGUS	SAGUŠ																																						
UD.KIB.NUN	𒌓𒄒𒉣				596+378+143	U+12313 & U+12112 & U+12263	True	BARANA	BURANUN	BURANUNA	BURUNUN	ZIMBIR																																				
UD.UD	𒌓𒌓				596+596	U+12313 & U+12313	True	BABAR2	ḪAḪAD	ḪUḪUD	LARAG2																																					
UD.UD.AG	𒌓𒌓𒀝				596+596+127	U+12313 & U+12313 & U+1201D	True	LARAG																																								
UD.ḪAR	𒌓𒄯				596+644	U+12313 & U+1212F	True	KAZ2																																								
UD.A	𒌓𒀀				596+839	U+12313 & U+12000	True	PEŠ9																																								
UD x MI	𒌖				597	U+12316	False	ITIMA2	Deime																																							
PI crossing PI	𒊉				598	U+12289	False	TALTAL																																								
PI x A	𒊀				598	U+12280	False	WA4																																								
PI x AB	𒊁				598	U+12281	False																																									
PI x BI	𒊂				598	U+12282	False																																									
PI x BU	𒊃				598	U+12283	False																																									
PI x E	𒊄				598	U+12284	False	WE2																																								
PI x I	𒊅				598	U+12285	False	WI2																																								
PI x IB	𒊆				598	U+12286	False																																									
PI x U	𒊇				598	U+12287	False	WU2																																								
PI x U2	𒊈				598	U+12288	False	WU3																																								
ŠA3	𒊮				599	U+122AE	False	GUBLA	ŠAG4																																							
ŠA3	𒊮𒄀				599+141	U+122AE & U+12100	True	ANZALUB																																								
ŠA3	𒊮𒊬				599+541	U+122AE & U+122AC	True	ŠALAMBI																																								
ŠA3	𒊮𒁹				599+748	U+122AE & U+12079	True	LIDDA2																																								
ŠA3	𒊮𒆸				599+755	U+122AE & U+121B8	True	IŠḪARA2																																								
ŠA3	𒊮𒈫𒋻				599+825+009	U+122AE & U+1222B & U+122FB	True	TIBULA	TIGIDLA																																							
ŠA3	𒊮𒈫𒆜				599+825+302	U+122AE & U+1222B & U+1219C	True	TIGIDLA2	TIBULA2																																							
ŠA3	𒊮𒈫𒁲				599+825+736	U+122AE & U+1222B & U+12072	True	TIGIDLA3	TIBULA3																																							
ŠA3	𒊰				600	U+122B0	False	ḪABRUD3	ḪABRUDA3	NANAM2																																						
ŠA3	𒊴				601	U+122B4	False	PEŠ13																																								
ŠA3	𒊲				602	U+122B2	False	NANAM	NENIM	NINIM																																						
ŠA3	𒊱				603	U+122B1	False																																									
ŠA3	𒊮  x 𒌓				604	U+122AE & U+0020 & U+0020 & U+0078 & U+0020 & U+12313	True																																									
ŠA3	𒊵				605	U+122B5	False	ḪABRUD4	ḪABRUDA4																																							
ŠA3 x U.A	𒊶				606	U+122B6	False	BIR6																																								
ŠA3	𒊮  x 𒈪				607	U+122AE & U+0020 & U+0020 & U+0078 & U+0020 & U+1222A	True																																									
PEŠ4	𒊯				608	U+122AF	False	ŠA3 x A	BER7	BIR7	IŠKILA	PIŠ4	SUR4																																			
ŠA3	𒊳				609	U+122B3	False	GUDU5																																								
UD.MUNUS.ḪUB2	𒌓𒊩𒄸				610	U+12313 & U+122A9 & U+12138	True	ALGAMES																																								
PIR2	𒂟				613	U+1209F	False	BIR3	ḪIŠ3	LAḪ2	LIḪ2	PAR5	PER2	PUR2																																		
NUNUZ	𒉭				614	U+1226D	False	NIDA																																								
NUNUZ.MA	𒉭𒈠				614+552	U+1226D & U+12220	True	NIGI7																																								
NUNUZ.GIM	𒉭𒁶				614+686	U+1226D & U+12076	True	NIGI7																																								
NUNUZ.AB2	𒉭𒀖				615	U+1226D & U+12016	True	NISAGGA																																								
NUNUZ.KISIM5	𒉭𒆨				615	U+1226D & U+121A8	True	NISAGGA																																								
LAḪTAN	𒉴				616	U+12274	False	NUNUZ.KISIM5 x LA	NUNUZ.AB2 x LA	LAḪTA																																						
LAḪTAN2	𒉶				617	U+12276	False	NUNUZ.KISIM5 x SILA3	NUNUZ.AB2 x SILA3	LAḪTA2																																						
NUNUZ.KISIM5	𒉳				618	U+12273	False	MUD8																																								
USAN3	𒉮				619	U+1226E	False	NUNUZ.KISIM5 x AŠGAB	NUNUZ.AB2 x AŠGAB																																							
NUNUZ KISIM5	𒉵				620	U+12275	False	LAḪTA4	LAḪTAN4																																							
MUD3	𒉯				621	U+1226F	False	NUNUZ.AB2 x BI	ḪUBUR	PIḪU2																																						
MUD3	𒉸				621	U+12278	False	NUNUZ.KISIM5 x BI	ḪUBUR	PIḪU2																																						
NUNUZ.KISIM5	𒉹				622	U+12279	False	MUD3.U	LAḪTA3	LAḪTAN3																																						
NUNUZ.KISIM5 x GU4, NUNUZ.AB2 x GU4	𒉱				623	U+12271	False	NUNUZ.KISIM5 x GUD	NUNUZ.AB2 x GUD																																							
NUNUZ.AB2	𒉷				624	U+12277	False																																									
NUNUZ.KISIM5	𒉭𒆨  x 𒌑𒁀				624	U+1226D & U+121A8 & U+0020 & U+0020 & U+0078 & U+0020 & U+12311 & U+12040	True																																									
NUNUZ.KISIM5	𒉰				625	U+12270	False	LAḪTA5																																								
NUNUZ.KISIM5 x GUG2.BULUG3, NUNUZ.AB2 x GUG2.BULUG3	𒉭𒆨  x 𒈖𒉽𒉽,  𒉭𒆨  x 𒉽𒉽𒈖				626	U+1226D & U+121A8 & U+0020 & U+0020 & U+0078 & U+0020 & U+12216 & U+1227D & U+1227D & U+002C & U+0020 & U+0020 & U+1226D & U+121A8 & U+0020 & U+0020 & U+0078 & U+0020 & U+1227D & U+1227D & U+12216	True	NUNUZ.AB2 x GUG2.MUNU4	resp. NUNUZ.KISIM5 x MUNU4.GUG2	NUNUZ.AB2 x MUNU4.GUG2																																						
NUNUZ.KISIM5	𒉲				627	U+12272	False																																									
ZIB	𒍦				628	U+12366	False	KAD6	SIB3	SIP3	SUM5	ṢIB	ṢIBI	ṢIP	ŠIP3	ZEB	ZIP	ZUB2																														
ZIB inversum	𒍧				628	U+12367	False	ZIBKABA tenû																																								
EŠ23	𒑋				629	U+1244B	False	3																																								
1/6	𒑡				630	U+12461	False	1/6																																								
ḪI.GA	𒄭𒂵				631+491	U+1212D & U+120B5	True	TAP3																																								
ḪI.A	𒄭𒀀				631+839	U+1212D & U+12000	True	ḪA2																																								
ŠAR2	𒊹				632	U+122B9	False	3600	KUGU																																							
TI2	𒊹				633	U+122B9	False	DE8	DI2	TE2	ṬE2	ṬI2																																				
SUR3	𒄮				634	U+1212E	False	ḪI x AŠ	ḪI.AŠ	ḪIR5	KAZAZA	MUL3	MUŠ4	UŠ17	UŠŠA	ZINANUTU	ZIZ3																															
AḪ.?	𒄴.?				636+?	U+12134 & U+002E & U+003F	True	KIŠI15																																								
AḪ.KASKAL	𒄴𒆜				637	U+12134 & U+1219C	True	KIŠI13																																								
AḪ.ME	𒄴𒈨				638	U+12134 & U+12228	True	GUDA2																																								
AḪ.ME.U	𒄴𒈨𒌋				639	U+12134 & U+12228 & U+1230B	True	LUḪŠA	LUḪŠU	ULU2																																						
ḪI x BAD	𒄰				640	U+12130	False	DU15																																								
IM crossing IM	𒅐				641	U+12150	False	AGAR5	DALḪAMUN6	RAD2	ZIGARA	ZIGARU	ZIKARA	ZIKARU																																		
IM opposing IM	𒅑				641	U+12151	False																																									
IM squared	𒅒				641	U+12152	False	AḪUD																																								
NI2	𒉎				641	U+1224E	False	ANIGI	DID	TUMU																																						
IM.KID2	𒅎𒋺				641+106	U+1214E & U+122FA	True	KID7																																								
IM.GAN2.AḪ.ME.U	𒅎𒃷𒄴𒈨𒌋				641+174+636+753+661	U+1214E & U+120F7 & U+12134 & U+12228 & U+1230B	True	ULUBAR	ULUMAŠ																																							
IM.DIR	𒅎𒋛𒀀				641+207	U+1214E & U+122DB & U+12000	True	IM.SI.A	DUNGU																																							
IM.NA4	𒅎𒉌𒌓				641+385	U+1214E & U+1224C & U+12313	True	ENAQA																																								
IM.ŠITA	𒅎𒋖				641+388	U+1214E & U+122D6	True	DALḪAMUN																																								
IM.MIR.ŠUL	𒅎𒂆𒂄				641+556+744	U+1214E & U+12086 & U+12084	True	SUḪUL2																																								
IM.AḪ.ME.U.GAN2	𒅎𒄴𒈨𒌋𒃷				641+636+753+661+174	U+1214E & U+12134 & U+12228 & U+1230B & U+120F7	True	ULUBAR2	ULUMAŠ2																																							
IM.MI	𒅎𒈪				641+681	U+1214E & U+1222A	True	ANZU2	ANZUD2																																							
IM.DUGUD	𒅎𒂂				641+704	U+1214E & U+12082	True	MUNU9																																								
IM.DUGUD	𒅎𒂂				641+704	U+1214E & U+12082	True	AGAR6	ANZU	ANZUD	MURU9																																					
IM.ŠUL.MIR	𒅎𒂄𒂆				641+744+556	U+1214E & U+12084 & U+12086	True	SUḪUL3																																								
IM.A.AN	𒅎𒀀𒀭				641+839+010	U+1214E & U+12000 & U+1202D	True	ŠEG14																																								
IM.ŠU2	𒅎𒋙				641+869	U+1214E & U+122D9	True	UḪ6																																								
